"transaction_id,customer_id,customer_name,product_id,price,product_name,category,purchase_location,city,transaction_date,quantity,payment_method,discount,email,phone,payment_status,Year,Month,Quarter,Day,masked_email,masked_phone,Revenue,Discount_Loss"
"868,447,Zachary Johnson,108,15000.0,MIXER GRINDER,Home Appliances,online,Bangalore,2025-10-31,4,UPI,0.25,ZacharyJohnson@gmail.com,6033460036,successful,2025,October,4,31,Za*****@gmail.com,60******36,45000.0,15000.0"
"869,76,Cindy Lewis,106,80000.0,sofa,Furniture,online,Chennai,2025-09-29,4,Card,0.4,CindyLewis@outlook.com,6646839866,successful,2025,September,3,29,Ci*****@outlook.com,66******66,192000.0,128000.0"
"870,79,Tony Jones,104,8000.0,Shoes,Clothing,online,Bangalore,2026-03-09,1,Card,0.2,TonyJones@yahoo.com,7100845623,successful,2026,March,1,9,To*****@yahoo.com,71******23,6400.0,1600.0"
"871,874,Samuel Patel,107,50000.0,Dining table,Furniture,offline,Mumbai,2026-04-15,2,NetBanking,0.1,Samuel51@gmail.com,6800413067,successful,2026,April,2,15,Sa*****@gmail.com,68******67,90000.0,10000.0"
"872,557,Joseph Cowan,104,8000.0,Shoes,Clothing,online,Hyderabad,2025-11-28,1,Card,0.1,JosephCowan@gmail.com,6442999909,successful,2025,November,4,28,Jo*****@gmail.com,64******09,7200.0,800.0"
"873,38,Laura Shelton,105,45000.0,Tv,Electronics,online,Bangalore,2025-06-28,3,Card,0.4,LauraShelton@gmail.com,6595077405,successful,2025,June,2,28,La*****@gmail.com,65******05,81000.0,54000.0"
"873,38,Laura Shelton,105,45000.0,Tv,Electronics,online,Bangalore,2025-06-28,3,Card,0.4,LauraShelton@gmail.com,6595077405,failed,2025,June,2,28,La*****@gmail.com,65******05,81000.0,54000.0"
"874,789,Bryan Walker,110,45000.0,MICROWAVE,Home Appliances,online,Chennai,2025-07-06,2,Card,0.05,Bryan21@gmail.com,7517058567,successful,2025,July,3,6,Br*****@gmail.com,75******67,85500.0,4500.0"
"875,430,Elizabeth Stephens,104,8000.0,Shoes,Clothing,online,Delhi,2025-12-15,3,Card,0.1,Elizabeth78@gmail.com,8179118257,successful,2025,December,4,15,El*****@gmail.com,81******57,21600.0,2400.0"
"876,7,John Edwards,104,8000.0,SHOES,Clothing,offline,Delhi,2025-06-28,4,UPI,0.05,JohnEdwards@outlook.com,9737526576,successful,2025,June,2,28,Jo*****@outlook.com,97******76,30400.0,1600.0"
"877,84,Paul Pacheco,109,65000.0,Refrigerator,Home Appliances,online,Bangalore,2026-04-04,4,Card,0.4,PaulPacheco@outlook.com,6774884257,successful,2026,April,2,4,Pa*****@outlook.com,67******57,156000.0,104000.0"
"878,1,Karen Pollard,110,45000.0,Microwave,Home Appliances,online,Hyderabad,2025-05-01,1,NetBanking,0.2,KarenPollard@yahoo.com,7148256363,successful,2025,May,2,1,Ka*****@yahoo.com,71******63,36000.0,9000.0"
"879,202,Amanda Reed,104,8000.0,shoes,Clothing,offline,Delhi,2026-03-31,2,UPI,0.4,AmandaReed@yahoo.com,6574367299,successful,2026,March,1,31,Am*****@yahoo.com,65******99,9600.0,6400.0"
"880,483,Stephanie Holt,109,65000.0,refrigerator,Home Appliances,offline,Bangalore,2025-05-18,2,Cash,0.35,StephanieHolt@outlook.com,7177083707,successful,2025,May,2,18,St*****@outlook.com,71******07,84500.0,45500.0"
"881,985,Lindsey Rivas,102,70000.0,Phone,Electronics,offline,Bangalore,2026-01-25,1,Card,0.05,LindseyRivas@yahoo.com,8429169056,successful,2026,January,1,25,Li*****@yahoo.com,84******56,66500.0,3500.0"
"881,985,Lindsey Rivas,102,70000.0,Phone,Electronics,offline,Bangalore,2026-01-25,1,Card,0.05,LindseyRivas@yahoo.com,8429169056,failed,2026,January,1,25,Li*****@yahoo.com,84******56,66500.0,3500.0"
"882,97,Joseph Nolan,106,80000.0,SOFA,Furniture,offline,Bangalore,2025-01-07,3,Cash,0.05,JosephNolan@outlook.com,9572183593,successful,2025,January,1,7,Jo*****@outlook.com,95******93,228000.0,12000.0"
"883,931,Melissa Lewis,110,45000.0,microwave,Home Appliances,offline,Mumbai,2025-10-26,1,Card,0.15,Melissa44@gmail.com,9580587595,successful,2025,October,4,26,Me*****@gmail.com,95******95,38250.0,6750.0"
"884,558,Bryan Phelps,108,15000.0,mixer grinder,Home Appliances,offline,Chennai,2025-05-10,2,NetBanking,0.25,BryanPhelps@gmail.com,8827603862,successful,2025,May,2,10,Br*****@gmail.com,88******62,22500.0,7500.0"
"886,941,Chelsea Wallace,105,45000.0,TV,Electronics,offline,Bangalore,2025-09-25,1,NetBanking,0.3,ChelseaWallace@outlook.com,9617601736,successful,2025,September,3,25,Ch*****@outlook.com,96******36,31499.999999999996,13500.0"
"887,237,Jamie Casey,109,65000.0,refrigerator,Home Appliances,online,Mumbai,2026-02-23,1,NetBanking,0.4,JamieCasey@yahoo.com,8424239410,successful,2026,February,1,23,Ja*****@yahoo.com,84******10,39000.0,26000.0"
"888,144,Amber Boyd,101,250000.0,Laptop,Electronics,online,Mumbai,2025-10-30,4,Cash,0.4,Amber13@gmail.com,9100165581,successful,2025,October,4,30,Am*****@gmail.com,91******81,600000.0,400000.0"
"889,383,Debra Parker,110,45000.0,Microwave,Home Appliances,offline,Mumbai,2025-09-13,3,Card,0.3,DebraParker@outlook.com,8344565109,successful,2025,September,3,13,De*****@outlook.com,83******09,94500.0,40500.0"
"890,725,Jody Martinez,108,15000.0,mixer grinder,Home Appliances,online,Bangalore,2026-01-30,1,Cash,0.2,JodyMartinez@gmail.com,7989096889,successful,2026,January,1,30,Jo*****@gmail.com,79******89,12000.0,3000.0"
"891,986,Judy Clark,104,8000.0,SHOES,Clothing,online,Chennai,2025-07-30,4,Cash,0.05,JudyClark@yahoo.com,9810524786,successful,2025,July,3,30,Ju*****@yahoo.com,98******86,30400.0,1600.0"
"892,925,Steve Ayala,104,8000.0,Shoes,Clothing,online,Hyderabad,2025-09-20,4,Card,0.1,SteveAyala@gmail.com,9576287018,successful,2025,September,3,20,St*****@gmail.com,95******18,28800.0,3200.0"
"893,838,Susan Torres,106,80000.0,Sofa,Furniture,offline,Chennai,2025-12-30,4,NetBanking,0.15,SusanTorres@outlook.com,8776486426,successful,2025,December,4,30,Su*****@outlook.com,87******26,272000.0,48000.0"
"894,723,Christopher Walter,103,1300.0,SHIRT,Clothing,online,Hyderabad,2025-07-19,4,Cash,0.2,ChristopherWalter@gmail.com,9036645707,successful,2025,July,3,19,Ch*****@gmail.com,90******07,4160.0,1040.0"
"895,450,Matthew Martinez,102,70000.0,Phone,Electronics,online,Bangalore,2025-12-03,2,NetBanking,0.15,MatthewMartinez@outlook.com,6157774344,successful,2025,December,4,3,Ma*****@outlook.com,61******44,119000.0,21000.0"
"896,528,Kerri Rodriguez,105,45000.0,tv,Electronics,online,Chennai,2025-07-22,4,Cash,0.2,Kerri90@gmail.com,7758070493,successful,2025,July,3,22,Ke*****@gmail.com,77******93,144000.0,36000.0"
"897,390,Erika Knight,103,1300.0,Shirt,Clothing,offline,Mumbai,2025-10-30,4,UPI,0.35,Erika14@gmail.com,8802577025,successful,2025,October,4,30,Er*****@gmail.com,88******25,3380.0,1819.9999999999998"
"898,136,Jasmine Miller,108,15000.0,MIXER GRINDER,Home Appliances,offline,Chennai,2025-12-24,2,Card,0.2,JasmineMiller@yahoo.com,8778014213,successful,2025,December,4,24,Ja*****@yahoo.com,87******13,24000.0,6000.0"
"899,194,Leonard Taylor,107,50000.0,DINING TABLE,Furniture,online,Chennai,2025-09-08,4,Card,0.15,Leonard55@gmail.com,8870238398,successful,2025,September,3,8,Le*****@gmail.com,88******98,170000.0,30000.0"
"900,128,Ethan Porter,104,8000.0,SHOES,Clothing,offline,Bangalore,2025-12-27,1,UPI,0.05,EthanPorter@yahoo.com,6960954264,successful,2025,December,4,27,Et*****@yahoo.com,69******64,7600.0,400.0"
"900,128,Ethan Porter,104,8000.0,SHOES,Clothing,offline,Bangalore,2025-12-27,1,UPI,0.05,EthanPorter@yahoo.com,6960954264,failed,2025,December,4,27,Et*****@yahoo.com,69******64,7600.0,400.0"
"901,674,Haley Alvarez,104,8000.0,Shoes,Clothing,offline,Bangalore,2026-02-09,3,NetBanking,0.35,HaleyAlvarez@outlook.com,9910438272,successful,2026,February,1,9,Ha*****@outlook.com,99******72,15600.0,8400.0"
"902,109,Michael Walker,107,50000.0,Dining table,Furniture,offline,Mumbai,2025-12-19,3,Cash,0.35,MichaelWalker@yahoo.com,9982367171,successful,2025,December,4,19,Mi*****@yahoo.com,99******71,97500.0,52500.0"
"903,343,Allen Mcdowell,106,80000.0,Sofa,Furniture,offline,Bangalore,2025-11-14,3,UPI,0.35,AllenMcdowell@yahoo.com,7592071170,successful,2025,November,4,14,Al*****@yahoo.com,75******70,156000.0,84000.0"
"904,592,Timothy Medina,103,1300.0,SHIRT,Clothing,offline,Delhi,2025-06-15,2,NetBanking,0.25,Timothy8@gmail.com,7059828501,successful,2025,June,2,15,Ti*****@gmail.com,70******01,1950.0,650.0"
"905,816,Erika Martin,110,45000.0,microwave,Home Appliances,offline,Delhi,2026-01-08,5,UPI,0.3,ErikaMartin@yahoo.com,7021501945,successful,2026,January,1,8,Er*****@yahoo.com,70******45,157500.0,67500.0"
"906,548,Jesse King,106,80000.0,SOFA,Furniture,offline,Mumbai,2025-04-23,1,Card,0.2,JesseKing@outlook.com,8141483975,successful,2025,April,2,23,Je*****@outlook.com,81******75,64000.0,16000.0"
"907,650,Michael Haynes,104,8000.0,Shoes,Clothing,offline,Hyderabad,2026-03-04,2,UPI,0.25,MichaelHaynes@yahoo.com,6045946833,successful,2026,March,1,4,Mi*****@yahoo.com,60******33,12000.0,4000.0"
"908,889,Robert Carlson,104,8000.0,shoes,Clothing,offline,Delhi,2025-12-01,3,NetBanking,0.1,Robert40@gmail.com,9576398201,successful,2025,December,4,1,Ro*****@gmail.com,95******01,21600.0,2400.0"
"909,465,Heather Walker,109,65000.0,REFRIGERATOR,Home Appliances,online,Hyderabad,2026-03-25,3,NetBanking,0.2,HeatherWalker@gmail.com,8982161402,successful,2026,March,1,25,He*****@gmail.com,89******02,156000.0,39000.0"
"910,999,Elizabeth Brooks,104,8000.0,SHOES,Clothing,online,Hyderabad,2025-04-17,2,NetBanking,0.35,ElizabethBrooks@yahoo.com,8844327706,successful,2025,April,2,17,El*****@yahoo.com,88******06,10400.0,5600.0"
"911,269,Christina Conrad,102,70000.0,Phone,Electronics,online,Chennai,2026-02-24,4,Cash,0.1,ChristinaConrad@yahoo.com,8372681847,successful,2026,February,1,24,Ch*****@yahoo.com,83******47,252000.0,28000.0"
"912,404,Julian Cox,108,15000.0,mixer grinder,Home Appliances,offline,Delhi,2025-08-01,1,NetBanking,0.05,JulianCox@outlook.com,9942453039,successful,2025,August,3,1,Ju*****@outlook.com,99******39,14250.0,750.0"
"913,211,Arthur Lopez,105,45000.0,TV,Electronics,offline,Hyderabad,2025-04-26,3,UPI,0.2,ArthurLopez@yahoo.com,8570743529,successful,2025,April,2,26,Ar*****@yahoo.com,85******29,108000.0,27000.0"
"914,947,Gabriel Golden,101,250000.0,laptop,Electronics,offline,Mumbai,2026-05-04,2,Card,0.3,Gabriel55@gmail.com,7538937330,successful,2026,May,2,4,Ga*****@gmail.com,75******30,350000.0,150000.0"
"915,73,Anthony Gonzalez,103,1300.0,Shirt,Clothing,offline,Mumbai,2025-06-11,2,Card,0.2,AnthonyGonzalez@yahoo.com,9583189312,successful,2025,June,2,11,An*****@yahoo.com,95******12,2080.0,520.0"
"916,917,Alexandria Marks,101,250000.0,Laptop,Electronics,online,Hyderabad,2025-09-20,2,Card,0.15,AlexandriaMarks@gmail.com,8815523519,successful,2025,September,3,20,Al*****@gmail.com,88******19,425000.0,75000.0"
"917,799,Stephanie Dunn,102,70000.0,PHONE,Electronics,online,Delhi,2025-09-17,2,Cash,0.1,StephanieDunn@gmail.com,7485500744,successful,2025,September,3,17,St*****@gmail.com,74******44,126000.0,14000.0"
"918,481,Valerie Phillips,102,70000.0,phone,Electronics,offline,Chennai,2025-06-21,2,NetBanking,0.1,ValeriePhillips@gmail.com,8466406027,successful,2025,June,2,21,Va*****@gmail.com,84******27,126000.0,14000.0"
"919,465,Heather Walker,105,45000.0,TV,Electronics,online,Hyderabad,2025-05-19,2,Cash,0.35,HeatherWalker@gmail.com,8982161402,successful,2025,May,2,19,He*****@gmail.com,89******02,58500.0,31499.999999999996"
"920,27,Ashley Simpson,105,45000.0,Tv,Electronics,online,Chennai,2025-08-07,3,NetBanking,0.25,AshleySimpson@outlook.com,8508765505,successful,2025,August,3,7,As*****@outlook.com,85******05,101250.0,33750.0"
"922,162,Kirsten Thomas,104,8000.0,Shoes,Clothing,offline,Hyderabad,2025-05-06,3,NetBanking,0.2,KirstenThomas@yahoo.com,9723010018,successful,2025,May,2,6,Ki*****@yahoo.com,97******18,19200.0,4800.0"
"923,836,Jennifer Ross,110,45000.0,Microwave,Home Appliances,online,Chennai,2025-09-06,4,Card,0.4,JenniferRoss@gmail.com,9759981995,successful,2025,September,3,6,Je*****@gmail.com,97******95,108000.0,72000.0"
"924,134,Marie Thomas,107,50000.0,Dining table,Furniture,online,Bangalore,2025-06-02,3,Cash,0.05,MarieThomas@outlook.com,7916224377,successful,2025,June,2,2,Ma*****@outlook.com,79******77,142500.0,7500.0"
"925,187,Timothy Salazar,107,50000.0,Dining table,Furniture,online,Bangalore,2026-01-05,5,Card,0.2,TimothySalazar@yahoo.com,9987961410,successful,2026,January,1,5,Ti*****@yahoo.com,99******10,200000.0,50000.0"
"927,464,Gail Wilson,108,15000.0,Mixer grinder,Home Appliances,offline,Mumbai,2025-04-17,5,Card,0.4,GailWilson@outlook.com,7773371338,successful,2025,April,2,17,Ga*****@outlook.com,77******38,45000.0,30000.0"
"928,852,Morgan Lewis,110,45000.0,MICROWAVE,Home Appliances,offline,Mumbai,2025-08-13,4,UPI,0.15,Morgan38@gmail.com,6973154387,successful,2025,August,3,13,Mo*****@gmail.com,69******87,153000.0,27000.0"
"929,526,Paul Fields,110,45000.0,microwave,Home Appliances,online,Chennai,2026-02-04,1,UPI,0.15,Paul23@gmail.com,9018641606,successful,2026,February,1,4,Pa*****@gmail.com,90******06,38250.0,6750.0"
"930,399,Rebecca French,109,65000.0,Refrigerator,Home Appliances,online,Chennai,2025-07-27,2,Cash,0.4,RebeccaFrench@gmail.com,7999059649,successful,2025,July,3,27,Re*****@gmail.com,79******49,78000.0,52000.0"
"931,158,Tiffany Mitchell,108,15000.0,mixer grinder,Home Appliances,offline,Delhi,2025-07-15,1,UPI,0.3,Tiffany78@gmail.com,7906116316,successful,2025,July,3,15,Ti*****@gmail.com,79******16,10500.0,4500.0"
"932,674,Haley Alvarez,108,15000.0,MIXER GRINDER,Home Appliances,offline,Bangalore,2025-09-26,1,UPI,0.25,HaleyAlvarez@outlook.com,9910438272,successful,2025,September,3,26,Ha*****@outlook.com,99******72,11250.0,3750.0"
"932,674,Haley Alvarez,108,15000.0,MIXER GRINDER,Home Appliances,offline,Bangalore,2025-09-26,1,UPI,0.25,HaleyAlvarez@outlook.com,9910438272,failed,2025,September,3,26,Ha*****@outlook.com,99******72,11250.0,3750.0"
"933,131,Pamela Peterson,106,80000.0,Sofa,Furniture,online,Bangalore,2026-03-29,5,Card,0.25,PamelaPeterson@gmail.com,6535198147,successful,2026,March,1,29,Pa*****@gmail.com,65******47,300000.0,100000.0"
"934,561,Allison Lee,107,50000.0,dining table,Furniture,online,Mumbai,2025-07-10,1,Cash,0.15,Allison15@gmail.com,8312564275,successful,2025,July,3,10,Al*****@gmail.com,83******75,42500.0,7500.0"
"934,561,Allison Lee,107,50000.0,dining table,Furniture,online,Mumbai,2025-07-10,1,Cash,0.15,Allison15@gmail.com,8312564275,failed,2025,July,3,10,Al*****@gmail.com,83******75,42500.0,7500.0"
"935,436,Jesse Conway,109,65000.0,REFRIGERATOR,Home Appliances,offline,Hyderabad,2025-10-17,1,Cash,0.4,JesseConway@gmail.com,8500568681,successful,2025,October,4,17,Je*****@gmail.com,85******81,39000.0,26000.0"
"936,356,Larry Mercado,108,15000.0,mixer grinder,Home Appliances,online,Hyderabad,2025-12-13,4,NetBanking,0.05,LarryMercado@gmail.com,6907810420,successful,2025,December,4,13,La*****@gmail.com,69******20,57000.0,3000.0"
"937,989,Jason Huerta,105,45000.0,Tv,Electronics,online,Chennai,2025-09-10,4,Card,0.3,JasonHuerta@yahoo.com,9500144162,successful,2025,September,3,10,Ja*****@yahoo.com,95******62,125999.99999999999,54000.0"
"938,75,Jacob Mathis,107,50000.0,Dining table,Furniture,offline,Mumbai,2025-05-17,4,NetBanking,0.35,Jacob18@gmail.com,9174406187,successful,2025,May,2,17,Ja*****@gmail.com,91******87,130000.0,70000.0"
"939,142,Charles Brown,108,15000.0,MIXER GRINDER,Home Appliances,online,Hyderabad,2025-12-12,2,UPI,0.35,Charles7@gmail.com,9980826322,successful,2025,December,4,12,Ch*****@gmail.com,99******22,19500.0,10500.0"
"940,232,Joel Reid,109,65000.0,REFRIGERATOR,Home Appliances,offline,Chennai,2026-04-14,3,Cash,0.2,JoelReid@gmail.com,8181885220,successful,2026,April,2,14,Jo*****@gmail.com,81******20,156000.0,39000.0"
"941,37,Joshua Nunez,105,45000.0,TV,Electronics,offline,Mumbai,2025-10-17,5,Card,0.1,JoshuaNunez@yahoo.com,8587718785,successful,2025,October,4,17,Jo*****@yahoo.com,85******85,202500.0,22500.0"
"942,507,Thomas Cameron,106,80000.0,SOFA,Furniture,offline,Delhi,2025-11-27,3,Card,0.35,ThomasCameron@outlook.com,9216552264,successful,2025,November,4,27,Th*****@outlook.com,92******64,156000.0,84000.0"
"943,981,Christine Harper,107,50000.0,dining table,Furniture,offline,Mumbai,2025-08-26,4,UPI,0.05,Christine61@gmail.com,6859295939,successful,2025,August,3,26,Ch*****@gmail.com,68******39,190000.0,10000.0"
"944,28,Nicholas Carroll,103,1300.0,Shirt,Clothing,offline,Chennai,2026-01-20,5,Card,0.1,Nicholas27@gmail.com,9314763542,successful,2026,January,1,20,Ni*****@gmail.com,93******42,5850.0,650.0"
"945,207,Tonya Lopez,103,1300.0,SHIRT,Clothing,online,Bangalore,2025-06-28,2,Card,0.3,TonyaLopez@gmail.com,8023940519,successful,2025,June,2,28,To*****@gmail.com,80******19,1819.9999999999998,780.0"
"946,207,Tonya Lopez,104,8000.0,shoes,Clothing,offline,Bangalore,2025-10-14,5,Cash,0.15,TonyaLopez@gmail.com,8023940519,successful,2025,October,4,14,To*****@gmail.com,80******19,34000.0,6000.0"
"947,879,Andrew Johnston,106,80000.0,sofa,Furniture,offline,Mumbai,2025-10-16,3,Cash,0.05,AndrewJohnston@yahoo.com,9290408466,successful,2025,October,4,16,An*****@yahoo.com,92******66,228000.0,12000.0"
"948,516,Brittany Roberts,102,70000.0,PHONE,Electronics,offline,Hyderabad,2025-11-30,2,Card,0.4,BrittanyRoberts@outlook.com,8493897057,successful,2025,November,4,30,Br*****@outlook.com,84******57,84000.0,56000.0"
"949,87,Peter Silva,101,250000.0,laptop,Electronics,online,Chennai,2025-04-20,2,Cash,0.35,PeterSilva@outlook.com,7226480954,successful,2025,April,2,20,Pe*****@outlook.com,72******54,325000.0,175000.0"
"949,87,Peter Silva,101,250000.0,laptop,Electronics,online,Chennai,2025-04-20,2,Cash,0.35,PeterSilva@outlook.com,7226480954,failed,2025,April,2,20,Pe*****@outlook.com,72******54,325000.0,175000.0"
"950,205,Renee Harris,105,45000.0,tv,Electronics,offline,Mumbai,2025-04-30,2,UPI,0.4,ReneeHarris@gmail.com,9467171150,successful,2025,April,2,30,Re*****@gmail.com,94******50,54000.0,36000.0"
"950,205,Renee Harris,105,45000.0,tv,Electronics,offline,Mumbai,2025-04-30,2,UPI,0.4,ReneeHarris@gmail.com,9467171150,failed,2025,April,2,30,Re*****@gmail.com,94******50,54000.0,36000.0"
"951,431,Tracie Kim,106,80000.0,Sofa,Furniture,offline,Bangalore,2026-02-01,1,Cash,0.1,TracieKim@yahoo.com,8301285130,successful,2026,February,1,1,Tr*****@yahoo.com,83******30,72000.0,8000.0"
"952,6,Eric Turner,106,80000.0,sofa,Furniture,offline,Hyderabad,2025-07-15,4,NetBanking,0.35,EricTurner@outlook.com,7747196182,successful,2025,July,3,15,Er*****@outlook.com,77******82,208000.0,112000.0"
"952,6,Eric Turner,106,80000.0,sofa,Furniture,offline,Hyderabad,2025-07-15,4,NetBanking,0.35,EricTurner@outlook.com,7747196182,failed,2025,July,3,15,Er*****@outlook.com,77******82,208000.0,112000.0"
"953,129,Thomas Wells,106,80000.0,Sofa,Furniture,online,Bangalore,2026-02-15,3,NetBanking,0.4,ThomasWells@outlook.com,9456737186,successful,2026,February,1,15,Th*****@outlook.com,94******86,144000.0,96000.0"
"954,604,Craig Miller,105,45000.0,tv,Electronics,offline,Chennai,2025-08-09,2,Card,0.4,CraigMiller@outlook.com,6811872647,successful,2025,August,3,9,Cr*****@outlook.com,68******47,54000.0,36000.0"
"955,244,Frederick Gonzalez,110,45000.0,MICROWAVE,Home Appliances,online,Chennai,2025-10-26,1,Card,0.15,FrederickGonzalez@outlook.com,7865581750,successful,2025,October,4,26,Fr*****@outlook.com,78******50,38250.0,6750.0"
"956,847,Eric Mejia,108,15000.0,mixer grinder,Home Appliances,online,Delhi,2026-03-14,5,NetBanking,0.3,EricMejia@gmail.com,9155621886,successful,2026,March,1,14,Er*****@gmail.com,91******86,52500.0,22500.0"
"957,966,Susan Phillips,101,250000.0,Laptop,Electronics,online,Delhi,2026-03-11,2,Cash,0.05,SusanPhillips@gmail.com,8202203718,successful,2026,March,1,11,Su*****@gmail.com,82******18,475000.0,25000.0"
"958,443,Judy Patton,103,1300.0,SHIRT,Clothing,offline,Chennai,2025-11-06,4,NetBanking,0.15,JudyPatton@yahoo.com,6213255429,successful,2025,November,4,6,Ju*****@yahoo.com,62******29,4420.0,780.0"
"958,443,Judy Patton,103,1300.0,SHIRT,Clothing,offline,Chennai,2025-11-06,4,NetBanking,0.15,JudyPatton@yahoo.com,6213255429,failed,2025,November,4,6,Ju*****@yahoo.com,62******29,4420.0,780.0"
"959,864,Cameron Black,102,70000.0,Phone,Electronics,offline,Chennai,2025-11-18,5,Cash,0.3,CameronBlack@yahoo.com,9938169477,successful,2025,November,4,18,Ca*****@yahoo.com,99******77,244999.99999999997,105000.0"
"960,714,Scott Lane,103,1300.0,Shirt,Clothing,offline,Mumbai,2025-08-24,2,NetBanking,0.2,ScottLane@gmail.com,9907024950,successful,2025,August,3,24,Sc*****@gmail.com,99******50,2080.0,520.0"
"961,584,Stacie Jones,102,70000.0,phone,Electronics,offline,Chennai,2026-04-08,5,Cash,0.05,StacieJones@gmail.com,9671322693,successful,2026,April,2,8,St*****@gmail.com,96******93,332500.0,17500.0"
"962,985,Lindsey Rivas,104,8000.0,SHOES,Clothing,offline,Bangalore,2025-07-06,2,Cash,0.15,LindseyRivas@yahoo.com,8429169056,successful,2025,July,3,6,Li*****@yahoo.com,84******56,13600.0,2400.0"
"963,338,Lisa Garrison,107,50000.0,Dining table,Furniture,offline,Delhi,2025-08-02,2,UPI,0.4,LisaGarrison@outlook.com,6733039437,successful,2025,August,3,2,Li*****@outlook.com,67******37,60000.0,40000.0"
"964,967,Brittany Bush,107,50000.0,DINING TABLE,Furniture,online,Hyderabad,2026-01-03,2,NetBanking,0.1,BrittanyBush@yahoo.com,8867314454,successful,2026,January,1,3,Br*****@yahoo.com,88******54,90000.0,10000.0"
"965,304,Aaron Moore,106,80000.0,Sofa,Furniture,online,Delhi,2025-11-26,5,UPI,0.1,AaronMoore@outlook.com,8724496246,successful,2025,November,4,26,Aa*****@outlook.com,87******46,360000.0,40000.0"
"966,200,Miguel Proctor,107,50000.0,DINING TABLE,Furniture,online,Delhi,2025-11-21,4,Cash,0.35,MiguelProctor@gmail.com,8148175835,successful,2025,November,4,21,Mi*****@gmail.com,81******35,130000.0,70000.0"
"967,908,Michelle Shaw,104,8000.0,shoes,Clothing,online,Hyderabad,2026-03-04,1,NetBanking,0.35,MichelleShaw@gmail.com,7623143812,successful,2026,March,1,4,Mi*****@gmail.com,76******12,5200.0,2800.0"
"968,52,David Hernandez,102,70000.0,phone,Electronics,online,Mumbai,2026-08-01,2,NetBanking,0.05,DavidHernandez@gmail.com,9319072999,successful,2026,August,3,1,Da*****@gmail.com,93******99,133000.0,7000.0"
"969,77,Robert Diaz,106,80000.0,sofa,Furniture,offline,Hyderabad,2025-06-18,2,Cash,0.2,RobertDiaz@yahoo.com,6906016645,successful,2025,June,2,18,Ro*****@yahoo.com,69******45,128000.0,32000.0"
"970,422,Patrick Ramirez,103,1300.0,shirt,Clothing,offline,Delhi,2026-02-02,4,Cash,0.3,Patrick42@gmail.com,6324645459,successful,2026,February,1,2,Pa*****@gmail.com,63******59,3639.9999999999995,1560.0"
"971,757,Yvette Clark,109,65000.0,Refrigerator,Home Appliances,offline,Hyderabad,2025-04-24,1,Cash,0.4,YvetteClark@gmail.com,6025126334,successful,2025,April,2,24,Yv*****@gmail.com,60******34,39000.0,26000.0"
"972,625,Elizabeth Duran,110,45000.0,Microwave,Home Appliances,online,Mumbai,2026-03-27,5,Cash,0.25,ElizabethDuran@gmail.com,7848866997,successful,2026,March,1,27,El*****@gmail.com,78******97,168750.0,56250.0"
"973,991,Darlene Chapman,108,15000.0,MIXER GRINDER,Home Appliances,online,Hyderabad,2026-02-05,2,Cash,0.1,Darlene90@gmail.com,8139250595,successful,2026,February,1,5,Da*****@gmail.com,81******95,27000.0,3000.0"
"974,698,Jennifer Mendoza,104,8000.0,Shoes,Clothing,online,Chennai,2025-07-14,3,Card,0.35,JenniferMendoza@outlook.com,8547623194,successful,2025,July,3,14,Je*****@outlook.com,85******94,15600.0,8400.0"
"975,204,Kevin Osborne,103,1300.0,Shirt,Clothing,offline,Chennai,2025-07-29,3,Card,0.35,Kevin1@gmail.com,6283888034,successful,2025,July,3,29,Ke*****@gmail.com,62******34,2535.0,1365.0"
"976,330,Don Thompson,101,250000.0,Laptop,Electronics,online,Hyderabad,2025-06-16,5,UPI,0.2,DonThompson@outlook.com,8679021714,successful,2025,June,2,16,Do*****@outlook.com,86******14,1000000.0,250000.0"
"977,303,Derek Rose,102,70000.0,Phone,Electronics,online,Chennai,2025-07-24,5,UPI,0.1,Derek21@gmail.com,9660861211,successful,2025,July,3,24,De*****@gmail.com,96******11,315000.0,35000.0"
"978,178,Claudia Miles,105,45000.0,Tv,Electronics,offline,Bangalore,2025-09-18,5,UPI,0.2,ClaudiaMiles@outlook.com,8687865587,successful,2025,September,3,18,Cl*****@outlook.com,86******87,180000.0,45000.0"
"978,178,Claudia Miles,105,45000.0,Tv,Electronics,offline,Bangalore,2025-09-18,5,UPI,0.2,ClaudiaMiles@outlook.com,8687865587,failed,2025,September,3,18,Cl*****@outlook.com,86******87,180000.0,45000.0"
"979,381,Melissa Garza,109,65000.0,REFRIGERATOR,Home Appliances,offline,Hyderabad,2025-06-05,3,NetBanking,0.25,MelissaGarza@gmail.com,6928004306,successful,2025,June,2,5,Me*****@gmail.com,69******06,146250.0,48750.0"
"980,694,Lori Barrera,106,80000.0,SOFA,Furniture,online,Hyderabad,2025-09-30,5,NetBanking,0.1,Lori3@gmail.com,9572854973,successful,2025,September,3,30,Lo*****@gmail.com,95******73,360000.0,40000.0"
"981,813,John Harris,107,50000.0,DINING TABLE,Furniture,online,Chennai,2025-08-25,4,UPI,0.1,JohnHarris@gmail.com,9597553148,successful,2025,August,3,25,Jo*****@gmail.com,95******48,180000.0,20000.0"
